title,Type,description,level,course_duration,ratings,reviews_count,course_skills,Prerequisites,course_url,platform,course_img,domain,paid,students_count
Intro to TensorFlow for Deep Learning,free,"Developed by Google and Udacity, this course teaches a practical approach to deep learning for software developers.",intermediate,2 Months,,,"Image Processing, Stereo Geometry, Feature Detection & Matching, Object Tracking, Classification & Recognition",,https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e767662e806c4b485fdb86dbc15f13f937756232-1456x816.png?w=3840&q=80&fit=clip&auto=format,Deep Learning,Yes,N/A
Eigenvectors and Eigenvalues,free,Learn how to calculate eigenvalues and eigenvectors and why they are important for AI applications.,beginner,1 Week,,,"Linear Algebra, Eigenvectors, Eigenvalues",,https://www.udacity.com/course/eigenvectors-and-eigenvalues--ud104,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5ff5d5ece10bed416bef03604a02a5224b30cd82-1456x816.png?w=3840&q=80&fit=clip&auto=format,AI Basics,Yes,N/A
Intro to Artificial Intelligence,free,"This course will introduce you to the basics of AI. Topics include machine learning, probabilistic reasoning, robotics, computer vision, and natural language processing.",intermediate,4 Months,,,"Artificial Intelligence, Machine Learning, Probability, Logic and Planning, Markov models",,https://www.udacity.com/course/intro-to-artificial-intelligence--cs271,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/7c30d37b7fa71fd4603ed91727c5505d14426f0e-1456x816.png?w=3840&q=80&fit=clip&auto=format,basics of AI,Yes,N/A
Artificial Intelligence for Robotics,free,"Learn how to program all the major systems of a robotic car. Topics include planning, search, localization, tracking, and control.",advanced,2 Months,,,"Probabilistic Models, Kalman Filters, Motion Planning, Robot Control, Simultaneous Localization & Mapping",,https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/de83e035790099664b193de60ad62f9ce64ab50b-1350x756.png?w=3840&q=80&fit=clip&auto=format,Robotic Car,Yes,N/A
Intro to Deep Learning with PyTorch,free,Learn the basics of deep learning and implement your own deep neural networks with PyTorch,intermediate,2 Months,,,"Deep Learning, PyTorch, Neural Networks, CNNs, LSTMs, Style Transfer",,https://www.udacity.com/course/deep-learning-pytorch--ud188,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/86756465e03b99e350c321d4cbfd99e61e2a3520-1218x682.png?w=3840&q=80&fit=clip&auto=format,Neural Networks,Yes,N/A
AWS DeepRacer,free,Learn the fundamentals of machine learning and reinforcement learning in a fun and engaging way through autonomous driving with AWS DeepRacer.,intermediate,2 Weeks,,,"Machine Learning, Reinforcement Learning, AWS DeepRacer",,https://www.udacity.com/course/aws-deepracer--ud014,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f30df485d2531da30e61564cb87f8f92f95ca742-1198x672.png?w=3840&q=80&fit=clip&auto=format,Autonomous Driving,Yes,N/A
Reinforcement Learning,free,Learn how to engage with machine learning from a theoretical perspective. Explore automated decision-making and dive into advanced algorithms.,advanced,4 Months,,,"Reinforcement Learning,  Temporal Difference,  Game Theory,  Partially Observable Markov Decision Processes (POMDP),  Machine Learning",,https://www.udacity.com/course/reinforcement-learning--ud600,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/6c256248d79b3083336ab1e12f42ccde7e42b56c-1198x672.png?w=3840&q=80&fit=clip&auto=format,Advanced Algorithms,Yes,N/A
Introduction to Machine Learning Course,free,"This class will teach you the end-to-end process of investigating data through a machine learning lens. Learn online, with Udacity.",intermediate,10 Weeks,,,"Machine Learning, Supervised Learning, Unsupervised Learning, Evaluation Metrics, Data Manipulation",,https://www.udacity.com/course/intro-to-machine-learning--ud120,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/ee5be1eeedf5ceda1877f3b27d78b5a5d8abb558-1348x756.png?w=3840&q=80&fit=clip&auto=format,Machine Learning,Yes,N/A
Microsoft Power Platform,free,"Learn to build powerful and effective solutions with ease with Microsoft Power Platform. Created in partnership with the Microsoft Power Platform team, this course will introduce you to efficient low-code solutions for data analytics, app development, and artifical intelligence.",beginner,1 Month,,,"Microsoft Power Platform, Power Apps, Power Automate, Azure AI Builder",,https://www.udacity.com/course/microsoft-power-platform--ud091,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=640&q=100&fit=clip&auto=format,Data Investigation,Yes,N/A
Web Tooling & Automation,free,"In this course, youâ€™ll learn how to setup your development environment and save a lot of time and effort with automatic optimization.",intermediate,3 Weeks,,,"Installing Sublime Text, Installing Plugins, Gulp, Live Editing, ESLint",,https://www.udacity.com/course/web-tooling-automation--ud892,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=828&q=100&fit=clip&auto=format,Low-Code Solutions,Yes,N/A
Front End Frameworks,free,"Explore and build interactive, single-page applications with popular JavaScript frameworks!",advanced,8 Weeks,,,"Single Page Applications, Building Angular apps, Building Ember apps, Underscore's template function, Backbone events and routing",,https://www.udacity.com/course/front-end-frameworks--ud894,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=828&q=100&fit=clip&auto=format,Development Setup,Yes,N/A
Responsive Web Design Fundamentals,free,Learn and practice strategies for developing websites that look great on every device! Made with Google's Pete LePage.,intermediate,2 Weeks,,,"Responsive design patterns, Remote debugging and emulation, Optimizing layout, CSS media queries, CSS flexbox",,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/fdf314615dab9455b1e163ae8ab698abde8453c8-1456x816.png?w=3840&q=80&fit=clip&auto=format,JavaScript Frameworks,Yes,N/A
How to Install Android Studio,free,Participate in this short tutorial to install Android Studio on your computer and set up a new project using the program's Project Wizard.,beginner,1 Day,,,"Android, Android Studio, Java",,https://www.udacity.com/course/how-to-install-android-studio--ud808,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/11a90ae272df3763621552365876f6ea8ac21a97-1324x742.png?w=3840&q=80&fit=clip&auto=format,Responsive Design,Yes,N/A
Website Performance Optimization,free,"Learn how browsers convert HTML, CSS and JavaScript into websites while you experiment with Chrome Developer Tools to measure and optimize website speed!",intermediate,1 Week,,,"Chrome Developer Tools, DOM and CSSOM, Critical Rendering Path HTML, CSS and JavaScript optimizations",,https://www.udacity.com/course/website-performance-optimization--ud884,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/b32fd6fc93400e5aa6beca327fb5b4a74761b180-1324x742.png?w=3840&q=80&fit=clip&auto=format,Android Studio,Yes,N/A
iOS Networking with Swift,free,Learn how to incorporate networking into your apps to access data from around the world. Build the On the Map app to share location and fun links with fellow students.,advanced,3 Months,,,"Networking, URLSession, JSON Parsing",,https://www.udacity.com/course/ios-networking-with-swift--ud421,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/1706e25eac3c20ab4bf5d2062264a288af29f496-1324x742.png?w=3840&q=80&fit=clip&auto=format,Website Optimization,Yes,N/A
JavaScript Design Patterns,free,Learn the importance of code organization and how to implement it with either vanilla JavaScript or an organizational library or framework.,advanced,6 Weeks,,,"Separating concerns, Code organization, Using an Organizational Library, KnockoutJS",,https://www.udacity.com/course/javascript-design-patterns--ud989,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8980e92e19621099e7f69bf42be9d4aece603754-1456x816.png?w=3840&q=80&fit=clip&auto=format,Networking Apps,Yes,N/A
Android Performance,free,"Performance matters to users, so it must matter to you. Learn how to identify and fix bottlenecks in your Android applications, and ensure a smooth user experience.",advanced,4 Weeks,,,"Android Development, Performance, Optimization",,https://www.udacity.com/course/android-performance--ud825,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=3840&q=80&fit=clip&auto=format,Code Organization,Yes,N/A
Responsive Images,free,Go beyond image tags! Learn how to make images a part of your responsive design workflow.,intermediate,2 Weeks,,,"Responsive Images, Mobile Image debugging, Creating responsive graphics",,https://www.udacity.com/course/responsive-images--ud882,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e91a4659d80f9de0294d1fc4d9c78b23a4e93146-1456x816.png?w=3840&q=80&fit=clip&auto=format,Performance Optimization,Yes,N/A
Xcode Debugging,free,"In this course, you'll learn standard methodologies for debugging software, and how to use Xcode's debugging tools to find and squash bugs.",advanced,3 Weeks,,,"Debugging, LLDB",,https://www.udacity.com/course/xcode-debugging--ud774,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/26ec24d4b156067dae78f954f28b12fa64e9bc8b-772x433.png?w=3840&q=80&fit=clip&auto=format,Responsive Images,Yes,N/A
Build Native Mobile Apps with Flutter,free,Learn from experts at Google how to use Flutter to craft high-quality native interfaces on iOS and Android devices in record time.,intermediate,2 Weeks,,,Android Development,,https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f65b0f36470667f36f2ab480f41a6eef6a0dfaa9-772x433.png?w=3840&q=80&fit=clip&auto=format,Debugging,Yes,N/A
JavaScript Promises,free,Learn how to simplify asynchronous work with Native JavaScript Promises!,advanced,3 Weeks,,,"Native JavaScript Promises, Asynchronous code, Advanced error handling, Generating sequences of async work",,https://www.udacity.com/course/javascript-promises--ud898,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/844bbcb6611a250229f627f83416d5fa52e1917b-1324x742.png?w=3840&q=80&fit=clip&auto=format,Flutter Development,Yes,N/A
UIKit Fundamentals,free,"Learn the iOS UIKit framework, which is the cornerstone of creating user interfaces in all iOS apps and crucial for any iOS Developer to be intimately familiar with.",intermediate,2 Months,,,"AutoLayout, Navigation, Table Views, Collection Views",,https://www.udacity.com/course/uikit-fundamentals--ud788,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/2df8638e709b31e67768e848c1b38b83bad4df41-1456x816.png?w=3840&q=80&fit=clip&auto=format,Asynchronous Work,Yes,N/A
Client-Server Communication,free,"Learn how a client communicates with a server, including HTTP's request and response cycle, HTTP/2 and HTTPs.",advanced,5 Weeks,,,"HTTP request and response cycle, HTTP headers and verbs, HTTP/1 and HTTP/2 capabilities, HTTPS, Client-Server Communication",,https://www.udacity.com/course/client-server-communication--ud897,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=3840&q=80&fit=clip&auto=format,iOS UIKit,Yes,N/A
What is Programming?,free,This course is your first step towards a career in programming.,beginner,1 Day,,,"HTTP request and response cycle, HTTP headers and verbs, HTTP/1 and HTTP/2 capabilities, HTTPS, Client-Server Communication",,https://www.udacity.com/course/what-is-programming--ud994,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=3840&q=80&fit=clip&auto=format,Client-Server Communication,Yes,N/A
Building High Conversion Web Forms,free,"Increase conversions with best practices for fast, efficient forms! Learn how to design and build web forms for users on any device.",intermediate,2 Weeks,,,"Research HTML5 input types, Datalist input, User input validation with HTML5 attributes, Validate user input using JavaScript, Optimizing forms",,https://www.udacity.com/course/building-high-conversion-web-forms--ud890,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5c3120359be5c4f225cd7b817811217041b759ab-1192x668.png?w=3840&q=80&fit=clip&auto=format,Programming Basics,Yes,N/A
Software Architecture & Design,free,Software Architecture and Design teaches the principles and concepts involved in the analysis and design of large software systems.,intermediate,2 Months,,,"Unified Modeling Language, Object Constraint Language, Software Architecture, Software Design, Code Review",,https://www.udacity.com/course/software-architecture-design--ud821,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/d2f16531bde974464ad7ab74dc335790dbdebffa-1192x668.png?w=3840&q=80&fit=clip&auto=format,Form Design,Yes,N/A
Intro to Information Security,free,,intermediate,,,,"Software Security, Cryptography, Network Security, Privacy, Public Policy",,https://www.udacity.com/course/intro-to-information-security--ud459,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/3b5e2dcb6962b3c193bb33b3ffe880441acf2a89-1198x672.png?w=3840&q=80&fit=clip&auto=format,Software Architecture,Yes,N/A
Authentication & Authorization: OAuth,free,Learn to implement the OAuth 2.0 framework to allow users to securely and easily login to your web applications.,intermediate,2 Weeks,,,"Flask, OAuth 2.0, Authentication & Authorization, Python",,https://www.udacity.com/course/authentication-authorization-oauth--ud330,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e767662e806c4b485fdb86dbc15f13f937756232-1456x816.png?w=3840&q=80&fit=clip&auto=format,OAuth 2.0,Yes,N/A
Intro to iOS App Development with Swift,free,Take the first step in becoming an iOS Developer by learning about Swift and writing your first app.,intermediate,1 Month,,,"Swift, UIKit, AVFoundation",,https://www.udacity.com/course/intro-to-ios-app-development-with-swift--ud585,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5ff5d5ece10bed416bef03604a02a5224b30cd82-1456x816.png?w=3840&q=80&fit=clip&auto=format,Swift Development,Yes,N/A
Introduction to Operating Systems,free,"Introduction to Operating Systems teaches the basic operating system abstractions, mechanisms, and their implementations.",intermediate,2 Months,,,"Processes & Threads, Memory Management, Inter-Process Communication, Resource Virtualization, Distributed File Systems",,https://www.udacity.com/course/introduction-to-operating-systems--ud923,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/7c30d37b7fa71fd4603ed91727c5505d14426f0e-1456x816.png?w=3840&q=80&fit=clip&auto=format,Operating Systems Basics,Yes,N/A
Web Accessibility,free,"Get hands-on experience making web applications accessible. Youâ€™ll understand when and why users need accessibility, then youâ€™ll dive into how to implement.",advanced,2 Weeks,,,"Accessibility, Screen Readers, Focus, Semantics, ARIA",,https://www.udacity.com/course/web-accessibility--ud891,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/de83e035790099664b193de60ad62f9ce64ab50b-1350x756.png?w=3840&q=80&fit=clip&auto=format,Web Accessibility,Yes,N/A
Android Basics: Data Storage,free,"In this course, you'll learn the basics of data storage in Android, building your first database and an app that could be used for any small business!",beginner,8 Weeks,,,"Android Development, SQLite, ContentProvider, CursorAdapter & CursorLoader, Database, Design",,https://www.udacity.com/course/android-basics-data-storage--ud845,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/86756465e03b99e350c321d4cbfd99e61e2a3520-1218x682.png?w=3840&q=80&fit=clip&auto=format,Android App Development,Yes,N/A
Scalable Microservices with Kubernetes,free,"This course is designed to teach you about managing microservices, using Kubernetes. This course is built in partnership with experts such as Googleâ€™s Kelsey Hightower.",intermediate,1 Month,,,"Microservices, Docker, Kubernetes, Deploying Microservices",,https://www.udacity.com/course/scalable-microservices-with-kubernetes--ud615,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f30df485d2531da30e61564cb87f8f92f95ca742-1198x672.png?w=3840&q=80&fit=clip&auto=format,Microservices and Kubernetes,Yes,N/A
Developing Android Apps with Kotlin,free,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.,intermediate,2 Months,,,Android Development,,https://www.udacity.com/course/developing-android-apps-with-kotlin--ud9012,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/6c256248d79b3083336ab1e12f42ccde7e42b56c-1198x672.png?w=3840&q=80&fit=clip&auto=format,Kotlin Programming,Yes,N/A
Browser Rendering Optimization,free,This course will demystify the browser's rendering pipeline and make it easy for you to build high performance web apps.,advanced,1 Month,,,"Browser Rendering Response, Animation, Idle and Load (RAIL), Optimizing JavaScript, How to debug an app",,https://www.udacity.com/course/browser-rendering-optimization--ud860,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/ee5be1eeedf5ceda1877f3b27d78b5a5d8abb558-1348x756.png?w=3840&q=80&fit=clip&auto=format,Data Storage in Android,Yes,N/A
Learn Swift Programming Syntax,free,"This course focuses on the syntax of the Swift programming language. By the end of the course, you'll be able to apply Swift essentials to building iOS apps.",intermediate,3 Weeks,,,"Variables and Constants, Control Flow, Functions, Optionals, OOP",,https://www.udacity.com/course/learn-swift-programming-syntax--ud902,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=640&q=100&fit=clip&auto=format,UX Design,Yes,N/A
Offline Web Applications,free,Learn how to develop offline-first web application using Service Workers and IndexedDB.,intermediate,3 Weeks,,,"Developing offline-first applications, Understanding Lie-Fi, Service Worker DevTools, IndexedDB, IndexedDB asset caching",,https://www.udacity.com/course/offline-web-applications--ud899,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=828&q=100&fit=clip&auto=format,Software Development Processes,Yes,N/A
Kotlin for Android Developers,free,"Take an Android app in Java and convert it to Kotlin, learning key features of the Kotlin programming language along the way.",advanced,1 Week,,,"Kotlin, Android",,https://www.udacity.com/course/kotlin-for-android-developers--ud888,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=828&q=100&fit=clip&auto=format,Data Visualization,Yes,N/A
UX Design for Mobile Developers,free,This is a design course made for developers. You'll learn UX design skills which will help you make 5-star mobile apps that your users will love.,beginner,6 Weeks,,,"Android, UX Design, User-Centered Design",,https://www.udacity.com/course/ux-design-for-mobile-developers--ud849,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/fdf314615dab9455b1e163ae8ab698abde8453c8-1456x816.png?w=3840&q=80&fit=clip&auto=format,Progressive Web Apps,Yes,N/A
Software Development Process,free,"Software Development Processes explores requirements engineering, architecture and design, testing, and software quality in general.",intermediate,3 Months,,,"Software Development Life Cycle, Requirements Engineering, Design Patterns, Black-Box & White-Box Testing, Agile Development Methodology",,https://www.udacity.com/course/software-development-process--ud805,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/11a90ae272df3763621552365876f6ea8ac21a97-1324x742.png?w=3840&q=80&fit=clip&auto=format,Documentation,Yes,N/A
Data Visualization in Tableau,free,Learn the fundamentals of data visualization and practice communicating with data.,beginner,3 Weeks,,,"Tableau, Design of Visualizations, Visual Encodings",,https://www.udacity.com/course/data-visualization-in-tableau--ud1006,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/b32fd6fc93400e5aa6beca327fb5b4a74761b180-1324x742.png?w=3840&q=80&fit=clip&auto=format,Software Analysis,Yes,N/A
Intro to Progressive Web Apps,free,In this course youâ€™ll get started working on your very first Progressive Web App (PWA) - a web app that can take advantage of many features native applications have enjoyed!,intermediate,2 Weeks,,,"Progressive Web Apps, Service Workers, Web App Manifest, Offline apps",,https://www.udacity.com/course/intro-to-progressive-web-apps--ud811,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/1706e25eac3c20ab4bf5d2062264a288af29f496-1324x742.png?w=3840&q=80&fit=clip&auto=format,iOS Data Persistence,Yes,N/A
Writing READMEs,free,Documentation is an important part of the development process. Learn to write READMEs using Markdown so your code can be used by other humans!,beginner,3 Days,,,"README, Markdown, Making code easier to read",,https://www.udacity.com/course/writing-readmes--ud777,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8980e92e19621099e7f69bf42be9d4aece603754-1456x816.png?w=3840&q=80&fit=clip&auto=format,Computer Networking,Yes,N/A
Software Analysis & Testing,free,"This course covers the theory and practice of software analysis, which is at the heart of software development processes such as diagnosing bugs, testing, and debugging.",intermediate,16 Weeks,,,"Software Testing, Debugging, Dataflow Analysis, Constraint-based Analysis, Symbolic Execution",,https://www.udacity.com/course/software-analysis-testing--ud333,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=3840&q=80&fit=clip&auto=format,Firebase Analytics,Yes,N/A
iOS Persistence and Core Data,free,"Persisting data is a core skill for any iOS developer. Learn how to store app data to your device using three common techniques: NSUserDefaults, Sandbox, and Core Data.",advanced,2 Months,,,"Data Persistence, Core Data, UserDefaults, FileManager",,https://www.udacity.com/course/ios-persistence-and-core-data--ud325,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e91a4659d80f9de0294d1fc4d9c78b23a4e93146-1456x816.png?w=3840&q=80&fit=clip&auto=format,Human-Computer Interaction,Yes,N/A
Computer Networking,free,This is an advanced Computer Networking course that delves into the latest concepts and tools used by the CN industry.,intermediate,3 Months,,,"Software-Defined Networking, Data Center Networking, Content Distribution, Congestion Control, Traffic Shaping",,https://www.udacity.com/course/computer-networking--ud436,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/26ec24d4b156067dae78f954f28b12fa64e9bc8b-772x433.png?w=3840&q=80&fit=clip&auto=format,Game Development,Yes,N/A
Firebase Analytics: iOS,free,"Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution",intermediate,1 Day,,,"Android Development, Firebase Analytics, Firebase Crash Reporting, Firebase Remote Config, Firebase Dynamic Links",,https://www.udacity.com/course/firebase-analytics-ios--ud353,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f65b0f36470667f36f2ab480f41a6eef6a0dfaa9-772x433.png?w=3840&q=80&fit=clip&auto=format,DOM Manipulation with jQuery,Yes,N/A
Human-Computer Interaction,free,"This course is an introductory course on human-computer interaction, covering the principles, techniques, and open areas of development in HCI.",intermediate,16 Weeks,,,"Design Principles, Direct Manipulation Interfaces, Mental Models, Distributed Cognition, Prototyping",,https://www.udacity.com/course/human-computer-interaction--ud400,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/844bbcb6611a250229f627f83416d5fa52e1917b-1324x742.png?w=3840&q=80&fit=clip&auto=format,Cyber-Physical Systems Security,Yes,N/A
2D Game Development with libGDX,free,"This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. At the end you will create a full game, called Icicles.",intermediate,8 Weeks,,,"LibGDX, Game Development, 2D",,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/2df8638e709b31e67768e848c1b38b83bad4df41-1456x816.png?w=3840&q=80&fit=clip&auto=format,Advanced Algorithm Design,Yes,N/A
Intro to jQuery,free,Learn how to access and modify the DOM with ease using jQuery!,intermediate,2 Days,,,"jQuery, DOM Structure, Reading jQuery documentation, Modify HTML attributes and content",,https://www.udacity.com/course/intro-to-jquery--ud245,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=3840&q=80&fit=clip&auto=format,Sinatra Web Development,Yes,N/A
Cyber-Physical Systems Security,free,This course provides an introduction to security issues relating to cyber-physical systems including industrial control systems and critical infrastructures.,intermediate,16 Weeks,,,"Industrial Networks, Industrial Control Systems, Smart Grid Infrastructure, Cyber Security, Privacy",,https://www.udacity.com/course/cyber-physical-systems-security--ud279,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=3840&q=80&fit=clip&auto=format,Test-Driven Development,Yes,N/A
How to create <anything> in Android,free,Learn to implement the newest Android user interface components while building apps in Android Studio.,beginner,4 Weeks,,,"Android, UI, App Development",,https://www.udacity.com/course/how-to-create-anything-in-android--ud802,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5c3120359be5c4f225cd7b817811217041b759ab-1192x668.png?w=3840&q=80&fit=clip&auto=format,Localization,Yes,N/A
Introduction to Graduate Algorithms,free,Learn advanced techniques for designing algorithms and apply them to hard computational problems.,advanced,3 Months,,,"Android, UI, App Development",,https://www.udacity.com/course/introduction-to-graduate-algorithms--ud401,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/d2f16531bde974464ad7ab74dc335790dbdebffa-1192x668.png?w=3840&q=80&fit=clip&auto=format,Compiler Construction,Yes,N/A
Dynamic Web Applications with Sinatra,free,"Sinatra is a micro-framework for quickly developing small Ruby applications for the web. In this course, you'll learn all about Sinatra, routing, and templating.",intermediate,2 Weeks,,,"Ruby, Sinatra, Building web applications",,https://www.udacity.com/course/dynamic-web-applications-with-sinatra--ud268,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/3b5e2dcb6962b3c193bb33b3ffe880441acf2a89-1198x672.png?w=3840&q=80&fit=clip&auto=format,HTML5 Canvas,Yes,N/A
How to Make a Platformer Using libGDX,free,"This course will explore how to create a game called Giga Gal. Giga Gal is a platformer in which you run, collect energy packs, jump a bunch, and shoot enemies.",intermediate,8 Weeks,,,"LibGDX, Game Development, Asset management",,https://www.udacity.com/course/how-to-make-a-platformer-using-libgdx--ud406,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e767662e806c4b485fdb86dbc15f13f937756232-1456x816.png?w=3840&q=80&fit=clip&auto=format,Object-Oriented Programming in Java,Yes,N/A
JavaScript Testing,free,Learn how to iterate on your web applications with confidence using the red-green-refactor workflow cycle and automated testing frameworks.,intermediate,2 Weeks,,,"Javascript Apps, Jasmine testing framework, red-green-refactor workflow",,https://www.udacity.com/course/javascript-testing--ud549,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5ff5d5ece10bed416bef03604a02a5224b30cd82-1456x816.png?w=3840&q=80&fit=clip&auto=format,RESTful Web Server,Yes,N/A
Object-Oriented JavaScript,free,,intermediate,3 Weeks,,,"Object Oriented Javascript, Object-oriented programming, Data and functionality, Prototypal inheritance",,https://www.udacity.com/course/object-oriented-javascript--ud711,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/7c30d37b7fa71fd4603ed91727c5505d14426f0e-1456x816.png?w=3840&q=80&fit=clip&auto=format,Operating Systems Concepts,Yes,N/A
Localization Essentials,free,"Localization is about making a product feel tailored to users around the world. Specifically, it is the process of adapting a product to a language, culture and market.",beginner,2 Weeks,,,"Localization, Google Translator Toolkit, Localization at Google",,https://www.udacity.com/course/localization-essentials--ud610,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/de83e035790099664b193de60ad62f9ce64ab50b-1350x756.png?w=3840&q=80&fit=clip&auto=format,JavaScript Fundamentals,Yes,N/A
Compilers: Theory and Practice,free,This course teaches the theory and practice behind building compilers for higher level programming languages.,intermediate,,,,"Compilers, Semantic Analysis, Syntax Directed Translation, Control Flow Analysis",,https://www.udacity.com/course/compilers-theory-and-practice--ud168,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/86756465e03b99e350c321d4cbfd99e61e2a3520-1218x682.png?w=3840&q=80&fit=clip&auto=format,GCD Framework,Yes,N/A
HTML5 Canvas,free,Learn how you can use HTML5 Canvas to create and modify images or even interactive animations.,beginner,2 Weeks,,,"HTML5 Canvas, Canvas2D, Creating animation",,https://www.udacity.com/course/html5-canvas--ud292,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f30df485d2531da30e61564cb87f8f92f95ca742-1198x672.png?w=3840&q=80&fit=clip&auto=format,Continuous Integration and Deployment,Yes,N/A
Object Oriented Programming in Java,free,Learn how to apply powerful object-oriented programming concepts in Java,intermediate,4 Weeks,,,"Object-Oriented Programming, Java, User Interaction",,https://www.udacity.com/course/object-oriented-programming-in-java--ud283,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/6c256248d79b3083336ab1e12f42ccde7e42b56c-1198x672.png?w=3840&q=80&fit=clip&auto=format,Swift Challenges,Yes,N/A
Designing RESTful APIs,free,Build and secure a web server with a RESTful Developer-Friendly API that developers will love to use.,intermediate,3 Weeks,,,"Flask, REST APIs, Python",,https://www.udacity.com/course/designing-restful-apis--ud388,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/ee5be1eeedf5ceda1877f3b27d78b5a5d8abb558-1348x756.png?w=3840&q=80&fit=clip&auto=format,Virtual Reality Principles,Yes,N/A
